link_id,vdf_type,from_node_id,to_node_id,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_walk,person_vol_bike,person_vol_bus,person_vol_truck,person_vol_cav,person_vol_ev,person_vol_traveler,person_vol_district_0_auto,person_vol_district_0_walk,person_vol_district_0_bike,person_vol_district_0_bus,person_vol_district_0_truck,person_vol_district_0_cav,person_vol_district_0_ev,person_vol_district_0_traveler,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,notes
100,bpr,25,80,-1,0,,,-1,0,-1,-1,4,,,0900_0930,233.764,0.000,233.764,0.048,55.996,1.000,0.146,0.146,1600.000,0.000,1.691,0.007,2.000,2.000,233.764,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,55.987,47.600,10.555,0.188,10.555,0.188,0.000,0.000,"LINESTRING (-111.9398928 33.4136273, -111.9398955 33.4139983, -111.9399016 33.4142825)",233.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,233.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.996,53.196,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,period-based
101,bpr,81,82,-1,0,,,-1,0,-1,-1,6,,,0900_0930,85.859,0.000,85.859,0.020,23.997,1.000,0.172,0.172,1000.000,0.000,3.441,0.040,2.000,1.000,171.718,0.955,1.142,0.001,0.000,24.000,20.400,0.400,4.000,23.990,20.400,0.699,0.029,0.699,0.029,0.000,0.000,"LINESTRING (-111.9339665 33.4183547, -111.9338292 33.4183283)",85.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,23.997,22.797,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
102,bpr,82,81,-1,0,,,-1,0,-1,-1,6,,,0900_0930,90.247,0.000,90.247,0.020,23.996,1.000,0.180,0.180,1000.000,0.000,0.000,0.000,2.000,1.000,180.494,0.955,1.142,0.001,0.000,24.000,20.400,0.400,4.000,23.987,20.400,0.735,0.031,0.735,0.031,0.000,0.000,"LINESTRING (-111.9338292 33.4183283, -111.9339665 33.4183547)",90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,23.996,22.796,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
103,bpr,82,83,-1,0,,,-1,0,-1,-1,6,,,0900_0930,38.721,0.000,38.721,0.719,24.000,1.000,0.077,0.077,1000.000,0.000,1.161,0.030,2.000,1.000,77.442,0.955,1.142,0.000,0.000,24.000,20.400,0.400,4.000,24.000,20.400,11.141,0.464,11.141,0.464,0.000,0.000,"LINESTRING (-111.9338292 33.4183283, -111.9334167 33.4183318, -111.9333084 33.4183327, -111.9328931 33.4183363, -111.9327230 33.4183408, -111.9317400 33.4183562, -111.9316695 33.4183576, -111.9313989 33.4183647, -111.9310811 33.4184092, -111.9307743 33.4184114, -111.9302058 33.4184156, -111.9300770 33.4184165, -111.9289495 33.4184318, -111.9288549 33.4184369)",38.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,22.800,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,period-based
104,bpr,83,82,-1,0,,,-1,0,-1,-1,6,,,0900_0930,39.491,0.000,39.491,0.719,24.000,1.000,0.079,0.079,1000.000,0.000,2.345,0.059,2.000,1.000,78.981,0.955,1.142,0.000,0.000,24.000,20.400,0.400,4.000,24.000,20.400,11.363,0.473,11.363,0.473,0.000,0.000,"LINESTRING (-111.9288549 33.4184369, -111.9289495 33.4184318, -111.9300770 33.4184165, -111.9302058 33.4184156, -111.9307743 33.4184114, -111.9310811 33.4184092, -111.9313989 33.4183647, -111.9316695 33.4183576, -111.9317400 33.4183562, -111.9327230 33.4183408, -111.9328931 33.4183363, -111.9333084 33.4183327, -111.9334167 33.4183318, -111.9338292 33.4183283)",39.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,22.800,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,24.000,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,period-based
105,bpr,84,35,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.247,0.000,90.247,0.079,39.997,1.000,0.150,0.150,1200.000,0.000,2.382,0.026,2.000,1.000,180.494,0.955,1.142,0.000,0.000,40.000,34.000,0.400,4.000,39.990,34.000,4.767,0.119,4.767,0.119,0.000,0.000,"LINESTRING (-111.9349493 33.4143140, -111.9349492 33.4143062, -111.9349469 33.4141674, -111.9349449 33.4140490, -111.9349328 33.4135475)",90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.997,37.997,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,period-based
106,bpr,35,84,-1,0,,,-1,0,-1,-1,5,,,0900_0930,75.758,0.000,75.758,0.079,39.998,1.000,0.126,0.126,1200.000,0.000,2.674,0.035,2.000,1.000,151.516,0.955,1.142,0.000,0.000,40.000,34.000,0.400,4.000,39.995,34.000,4.002,0.100,4.002,0.100,0.000,0.000,"LINESTRING (-111.9349328 33.4135475, -111.9349449 33.4140490, -111.9349469 33.4141674, -111.9349492 33.4143062, -111.9349493 33.4143140)",75.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.998,37.998,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,period-based
107,bpr,360,86,-1,0,,,-1,0,-1,-1,3,,,0900_0930,249.767,0.000,249.767,0.235,55.997,1.000,0.139,0.139,1800.000,0.000,0.000,0.000,2.000,2.000,249.767,0.955,1.142,0.000,0.000,56.000,47.600,0.400,4.000,55.990,47.600,54.786,0.978,54.786,0.978,0.000,0.000,"LINESTRING (-111.9262925 33.4146937, -111.9261094 33.4146978, -111.9260848 33.4146983, -111.9255249 33.4147028, -111.9253642 33.4147041, -111.9252052 33.4147053, -111.9251412 33.4147062, -111.9245817 33.4147173, -111.9243626 33.4147168, -111.9237731 33.4147156, -111.9234869 33.4147174, -111.9230209 33.4147167, -111.9228189 33.4147158, -111.9224969 33.4147141)",249.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,249.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.997,53.197,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,period-based
108,bpr,361,88,-1,0,,,-1,0,-1,-1,6,,,0900_0930,177.000,0.000,177.000,0.204,39.906,0.998,0.354,0.354,1000.000,0.000,0.000,0.000,2.000,1.000,354.000,0.955,1.142,0.015,0.000,40.000,34.000,0.400,4.000,39.690,34.000,24.068,0.603,24.068,0.603,0.001,0.000,"LINESTRING (-111.9306654 33.4146657, -111.9306650 33.4145842, -111.9306656 33.4140941, -111.9306575 33.4139710, -111.9306450 33.4138920, -111.9306308 33.4138130, -111.9305817 33.4136333, -111.9305606 33.4135119, -111.9305537 33.4127000)",177.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,177.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.893,37.893,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,period-based
109,bpr,88,361,-1,0,,,-1,0,-1,-1,6,,,0900_0930,171.528,0.000,171.528,0.204,39.917,0.998,0.343,0.343,1000.000,0.000,23.583,0.137,2.000,1.000,343.056,0.955,1.142,0.013,0.000,40.000,34.000,0.400,4.000,39.726,34.000,23.324,0.584,23.324,0.584,0.001,0.000,"LINESTRING (-111.9305537 33.4127000, -111.9305606 33.4135119, -111.9305817 33.4136333, -111.9306308 33.4138130, -111.9306450 33.4138920, -111.9306575 33.4139710, -111.9306656 33.4140941, -111.9306650 33.4145842, -111.9306654 33.4146657)",171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,171.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.906,37.906,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,period-based
110,bpr,89,90,-1,0,,,-1,0,-1,-1,5,,,0900_0930,133.624,0.000,133.624,0.475,39.985,1.000,0.223,0.223,1200.000,0.000,5.038,0.038,2.000,1.000,267.248,0.955,1.142,0.002,0.000,40.000,34.000,0.400,4.000,39.951,34.000,42.311,1.058,42.311,1.058,0.000,0.000,"LINESTRING (-111.9262989 33.4200980, -111.9261371 33.4199597, -111.9260926 33.4199214, -111.9257296 33.4196086, -111.9254281 33.4193385, -111.9252926 33.4192193, -111.9252695 33.4192003, -111.9251995 33.4191427, -111.9243613 33.4184039, -111.9243278 33.4183748, -111.9242636 33.4183173, -111.9239316 33.4180199, -111.9232866 33.4174422, -111.9226459 33.4168567, -111.9225356 33.4167580)",133.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,133.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.984,37.984,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.47,0.47,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,period-based
111,bpr,0,91,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.075,47.996,1.000,0.151,0.151,1200.000,0.000,2.885,0.032,2.000,1.000,180.867,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.988,40.800,5.435,0.113,5.435,0.113,0.000,0.000,"LINESTRING (-111.9304264 33.4231268, -111.9303102 33.4231118, -111.9301089 33.4230616, -111.9299067 33.4229799, -111.9295421 33.4227616, -111.9295097 33.4227418)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.996,45.596,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,period-based
112,bpr,91,0,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.075,47.998,1.000,0.128,0.128,1200.000,0.000,2.378,0.031,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,4.615,0.096,4.615,0.096,0.000,0.000,"LINESTRING (-111.9295097 33.4227418, -111.9295421 33.4227616, -111.9299067 33.4229799, -111.9301089 33.4230616, -111.9303102 33.4231118, -111.9304264 33.4231268)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,period-based
113,bpr,52,92,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.086,47.996,1.000,0.151,0.151,1200.000,0.000,3.419,0.038,2.000,1.000,180.867,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.988,40.800,6.238,0.130,6.238,0.130,0.000,0.000,"LINESTRING (-111.9349278 33.4254396, -111.9348667 33.4253526, -111.9347700 33.4253016, -111.9344827 33.4252009, -111.9338795 33.4250026)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.996,45.596,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,period-based
114,bpr,92,93,-1,0,,,-1,0,-1,-1,5,,,0900_0930,90.434,0.000,90.434,0.239,47.996,1.000,0.151,0.151,1200.000,0.000,1.823,0.020,2.000,1.000,180.867,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.988,40.800,17.281,0.360,17.281,0.360,0.000,0.000,"LINESTRING (-111.9338795 33.4250026, -111.9337642 33.4249627, -111.9336635 33.4249279, -111.9333623 33.4248268, -111.9331807 33.4247492, -111.9329899 33.4246525, -111.9328007 33.4245423, -111.9325820 33.4243921, -111.9323321 33.4241886, -111.9322412 33.4241145, -111.9321078 33.4240044, -111.9317139 33.4236702, -111.9315201 33.4235192, -111.9314790 33.4234892, -111.9314023 33.4234332, -111.9312627 33.4233579)",90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.996,45.596,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,period-based
115,bpr,0,94,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.153,47.998,1.000,0.128,0.128,1200.000,0.000,2.418,0.031,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,9.373,0.195,9.373,0.195,0.000,0.000,"LINESTRING (-111.9304264 33.4231268, -111.9305248 33.4232046, -111.9306079 33.4232582, -111.9307360 33.4233106, -111.9309357 33.4233812, -111.9311333 33.4234587, -111.9312907 33.4235414, -111.9314200 33.4236319, -111.9319949 33.4241089, -111.9320888 33.4241868)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,period-based
116,bpr,94,95,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.123,47.998,1.000,0.128,0.128,1200.000,0.000,2.228,0.029,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,7.555,0.157,7.555,0.157,0.000,0.000,"LINESTRING (-111.9320888 33.4241868, -111.9324904 33.4245105, -111.9327255 33.4246689, -111.9329471 33.4247963, -111.9332431 33.4249321, -111.9334639 33.4250070)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,period-based
117,bpr,95,96,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.789,0.000,76.789,0.039,47.998,1.000,0.128,0.128,1200.000,0.000,1.934,0.025,2.000,1.000,153.578,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,2.366,0.049,2.366,0.049,0.000,0.000,"LINESTRING (-111.9334639 33.4250070, -111.9336026 33.4250545, -111.9338713 33.4251674, -111.9339446 33.4251998)",76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,period-based
120,bpr,99,100,-1,0,,,-1,0,-1,-1,6,,,0900_0930,90.247,0.000,90.247,0.246,29.995,1.000,0.180,0.180,1000.000,0.000,0.000,0.000,2.000,1.000,180.494,0.955,1.142,0.001,0.000,30.000,25.500,0.400,4.000,29.984,25.500,11.107,0.370,11.107,0.370,0.000,0.000,"LINESTRING (-111.9228964 33.4220263, -111.9228965 33.4221320, -111.9228968 33.4224269, -111.9228971 33.4227260, -111.9228975 33.4230536, -111.9228981 33.4236505, -111.9228983 33.4238125)",90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.995,28.495,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,period-based
121,bpr,100,99,-1,0,,,-1,0,-1,-1,6,,,0900_0930,85.859,0.000,85.859,0.246,29.996,1.000,0.172,0.172,1000.000,0.000,4.614,0.054,2.000,1.000,171.718,0.955,1.142,0.001,0.000,30.000,25.500,0.400,4.000,29.987,25.500,10.567,0.352,10.567,0.352,0.000,0.000,"LINESTRING (-111.9228983 33.4238125, -111.9228981 33.4236505, -111.9228975 33.4230536, -111.9228971 33.4227260, -111.9228968 33.4224269, -111.9228965 33.4221320, -111.9228964 33.4220263)",85.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.996,28.496,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,period-based
