link_id,vdf_type,from_node_id,to_node_id,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_walk,person_vol_bike,person_vol_bus,person_vol_truck,person_vol_cav,person_vol_ev,person_vol_traveler,person_vol_district_0_auto,person_vol_district_0_walk,person_vol_district_0_bike,person_vol_district_0_bus,person_vol_district_0_truck,person_vol_district_0_cav,person_vol_district_0_ev,person_vol_district_0_traveler,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,notes
29,bpr,9,25,-1,0,,,-1,0,-1,-1,6,,,0900_0930,31.468,0.000,31.468,0.283,30.000,1.000,0.063,0.063,1000.000,0.000,3.065,0.097,2.000,1.000,62.937,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,4.450,0.148,4.450,0.148,0.000,0.000,"LINESTRING (-111.9423400 33.4136148, -111.9421721 33.4136157, -111.9412969 33.4136201, -111.9404614 33.4136244, -111.9400289 33.4136266, -111.9398928 33.4136273)",31.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,period-based
30,bpr,9,26,-1,0,,,-1,0,-1,-1,6,,,0900_0930,33.395,0.000,33.395,0.007,30.000,1.000,0.067,0.067,1000.000,0.000,0.000,0.000,2.000,1.000,66.790,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.116,0.004,0.116,0.004,0.000,0.000,"LINESTRING (-111.9423400 33.4136148, -111.9424000 33.4136138)",33.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
31,bpr,26,9,-1,0,,,-1,0,-1,-1,6,,,0900_0930,31.468,0.000,31.468,0.007,30.000,1.000,0.063,0.063,1000.000,0.000,1.493,0.047,2.000,1.000,62.937,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.109,0.004,0.109,0.004,0.000,0.000,"LINESTRING (-111.9424000 33.4136138, -111.9423400 33.4136148)",31.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,period-based
32,bpr,354,355,-1,0,,,-1,0,-1,-1,4,,,0900_0930,298.897,0.000,298.897,0.105,55.990,1.000,0.187,0.187,1600.000,0.000,1.665,0.006,2.000,2.000,298.897,0.955,1.142,0.001,0.000,56.000,47.600,0.400,4.000,55.966,47.600,29.226,0.522,29.226,0.522,0.000,0.000,"LINESTRING (-111.9366614 33.4219091, -111.9365630 33.4219081, -111.9358451 33.4219117, -111.9356492 33.4219101, -111.9350652 33.4219170, -111.9349692 33.4219161)",298.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,298.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,55.989,53.189,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,period-based
33,bpr,29,30,-1,0,,,-1,0,-1,-1,5,,,0900_0930,124.609,0.000,124.609,0.091,47.987,1.000,0.208,0.208,1200.000,0.000,2.804,0.023,2.000,1.000,249.219,0.955,1.142,0.002,0.000,48.000,40.800,0.400,4.000,47.956,40.800,9.036,0.188,9.036,0.188,0.000,0.000,"LINESTRING (-111.9394161 33.4254973, -111.9392877 33.4254971, -111.9390426 33.4254967, -111.9388368 33.4254969, -111.9382883 33.4254956, -111.9382749 33.4254956, -111.9381610 33.4254954)",124.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.985,45.585,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,period-based
34,bpr,30,29,-1,0,,,-1,0,-1,-1,5,,,0900_0930,106.577,0.000,106.577,0.091,47.993,1.000,0.178,0.178,1200.000,0.000,2.646,0.025,2.000,1.000,213.153,0.955,1.142,0.001,0.000,48.000,40.800,0.400,4.000,47.976,40.800,7.729,0.161,7.729,0.161,0.000,0.000,"LINESTRING (-111.9381610 33.4254954, -111.9382749 33.4254956, -111.9382883 33.4254956, -111.9388368 33.4254969, -111.9390426 33.4254967, -111.9392877 33.4254971, -111.9394161 33.4254973)",106.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,106.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.992,45.592,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,period-based
35,bpr,30,31,-1,0,,,-1,0,-1,-1,5,,,0900_0930,92.117,0.000,92.117,0.108,47.996,1.000,0.154,0.154,1200.000,0.000,2.919,0.032,2.000,1.000,184.234,0.955,1.142,0.001,0.000,48.000,40.800,0.400,4.000,47.987,40.800,7.923,0.165,7.923,0.165,0.000,0.000,"LINESTRING (-111.9381610 33.4254954, -111.9380281 33.4254952, -111.9367711 33.4254993, -111.9366724 33.4254992)",92.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.996,45.596,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,period-based
36,bpr,31,30,-1,0,,,-1,0,-1,-1,5,,,0900_0930,78.473,0.000,78.473,0.108,47.998,1.000,0.131,0.131,1200.000,0.000,2.137,0.027,2.000,1.000,156.945,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.993,40.800,6.749,0.141,6.749,0.141,0.000,0.000,"LINESTRING (-111.9366724 33.4254992, -111.9367711 33.4254993, -111.9380281 33.4254952, -111.9381610 33.4254954)",78.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,period-based
37,bpr,32,33,-1,0,,,-1,0,-1,-1,5,,,0900_0930,21.886,0.000,21.886,0.158,40.000,1.000,0.036,0.036,1200.000,0.000,0.668,0.031,2.000,1.000,43.771,0.955,1.142,0.000,0.000,40.000,34.000,0.400,4.000,40.000,34.000,2.298,0.057,2.298,0.057,0.000,0.000,"LINESTRING (-111.9288440 33.4180457, -111.9288373 33.4178241, -111.9288571 33.4176455, -111.9288750 33.4175250, -111.9288928 33.4174421, -111.9289116 33.4173734, -111.9289319 33.4173116, -111.9289833 33.4171900, -111.9290438 33.4170786, -111.9290870 33.4170020, -111.9291424 33.4169279, -111.9292592 33.4167849, -111.9294043 33.4166443)",21.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,period-based
38,bpr,33,32,-1,0,,,-1,0,-1,-1,5,,,0900_0930,23.174,0.000,23.174,0.158,40.000,1.000,0.039,0.039,1200.000,0.000,0.910,0.039,2.000,1.000,46.348,0.955,1.142,0.000,0.000,40.000,34.000,0.400,4.000,40.000,34.000,2.434,0.061,2.434,0.061,0.000,0.000,"LINESTRING (-111.9294043 33.4166443, -111.9292592 33.4167849, -111.9291424 33.4169279, -111.9290870 33.4170020, -111.9290438 33.4170786, -111.9289833 33.4171900, -111.9289319 33.4173116, -111.9289116 33.4173734, -111.9288928 33.4174421, -111.9288750 33.4175250, -111.9288571 33.4176455, -111.9288373 33.4178241, -111.9288440 33.4180457)",23.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,38.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,period-based
40,bpr,35,34,-1,0,,,-1,0,-1,-1,6,,,0900_0930,10.101,0.000,10.101,0.247,30.000,1.000,0.020,0.020,1000.000,0.000,0.216,0.021,2.000,1.000,20.202,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,1.248,0.042,1.248,0.042,0.000,0.000,"LINESTRING (-111.9349328 33.4135475, -111.9350416 33.4135466, -111.9370709 33.4135303)",10.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,period-based
41,bpr,36,37,-1,0,,,-1,0,-1,-1,6,,,0900_0930,10.490,0.000,10.490,0.027,30.000,1.000,0.021,0.021,1000.000,0.000,0.000,0.000,2.000,1.000,20.979,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.141,0.005,0.141,0.005,0.000,0.000,"LINESTRING (-111.9225915 33.4128945, -111.9225896 33.4127000)",10.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
42,bpr,37,36,-1,0,,,-1,0,-1,-1,6,,,0900_0930,10.292,0.000,10.292,0.027,30.000,1.000,0.021,0.021,1000.000,0.000,0.295,0.029,2.000,1.000,20.583,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.138,0.005,0.138,0.005,0.000,0.000,"LINESTRING (-111.9225896 33.4127000, -111.9225915 33.4128945)",10.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
43,bpr,38,39,-1,0,,,-1,0,-1,-1,5,,,0900_0930,76.571,0.000,76.571,0.286,47.998,1.000,0.128,0.128,1200.000,0.000,0.000,0.000,2.000,1.000,153.142,0.955,1.142,0.000,0.000,48.000,40.800,0.400,4.000,47.994,40.800,17.505,0.365,17.505,0.365,0.000,0.000,"LINESTRING (-111.9262379 33.4209763, -111.9261191 33.4209521, -111.9243772 33.4205887, -111.9242516 33.4205624, -111.9241712 33.4205457, -111.9239250 33.4204935, -111.9231271 33.4203242, -111.9228355 33.4202623, -111.9224000 33.4201699)",76.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,47.998,45.598,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,48.000,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,period-based
51,bpr,44,45,-1,0,,,-1,0,-1,-1,6,,,0900_0930,166.510,0.000,166.510,0.352,29.945,0.998,0.333,0.333,1000.000,0.000,7.025,0.042,2.000,1.000,333.020,0.955,1.142,0.012,0.000,30.000,25.500,0.400,4.000,29.818,25.500,29.217,0.976,29.217,0.976,0.002,0.000,"LINESTRING (-111.9262973 33.4128826, -111.9261355 33.4128828, -111.9261230 33.4128827, -111.9258083 33.4128812, -111.9253426 33.4128789, -111.9251673 33.4128802, -111.9249906 33.4128815, -111.9239684 33.4128892, -111.9238608 33.4128900, -111.9232609 33.4128945)",166.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,166.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.938,28.438,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,period-based
52,bpr,45,44,-1,0,,,-1,0,-1,-1,6,,,0900_0930,161.237,0.000,161.237,0.352,29.951,0.998,0.322,0.322,1000.000,0.000,8.962,0.056,2.000,1.000,322.473,0.955,1.142,0.010,0.000,30.000,25.500,0.400,4.000,29.839,25.500,28.292,0.945,28.292,0.945,0.002,0.000,"LINESTRING (-111.9232609 33.4128945, -111.9238608 33.4128900, -111.9239684 33.4128892, -111.9249906 33.4128815, -111.9251673 33.4128802, -111.9253426 33.4128789, -111.9258083 33.4128812, -111.9261230 33.4128827, -111.9261355 33.4128828, -111.9262973 33.4128826)",161.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,161.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.945,28.445,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,period-based
55,bpr,36,46,-1,0,,,-1,0,-1,-1,6,,,0900_0930,10.292,0.000,10.292,0.022,30.000,1.000,0.021,0.021,1000.000,0.000,0.000,0.000,2.000,1.000,20.583,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.114,0.004,0.114,0.004,0.000,0.000,"LINESTRING (-111.9225915 33.4128945, -111.9224000 33.4128945)",10.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
56,bpr,46,36,-1,0,,,-1,0,-1,-1,6,,,0900_0930,10.490,0.000,10.490,0.022,30.000,1.000,0.021,0.021,1000.000,0.000,0.416,0.040,2.000,1.000,20.979,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.116,0.004,0.116,0.004,0.000,0.000,"LINESTRING (-111.9224000 33.4128945, -111.9225915 33.4128945)",10.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,28.500,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,period-based
57,bpr,47,353,-1,0,,,-1,0,-1,-1,6,,,0900_0930,65.657,0.000,65.657,0.201,29.999,1.000,0.131,0.131,1000.000,0.000,2.271,0.035,2.000,1.000,131.314,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,29.996,25.500,6.589,0.220,6.589,0.220,0.000,0.000,"LINESTRING (-111.9381178 33.4190780, -111.9385216 33.4190719, -111.9387912 33.4190679, -111.9394786 33.4190668, -111.9398004 33.4190634, -111.9398540 33.4190575)",65.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.999,28.499,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,period-based
58,bpr,353,47,-1,0,,,-1,0,-1,-1,6,,,0900_0930,68.040,0.000,68.040,0.201,29.998,1.000,0.136,0.136,1000.000,0.000,1.949,0.029,2.000,1.000,136.080,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,29.995,25.500,6.828,0.228,6.828,0.228,0.000,0.000,"LINESTRING (-111.9398540 33.4190575, -111.9398004 33.4190634, -111.9394786 33.4190668, -111.9387912 33.4190679, -111.9385216 33.4190719, -111.9381178 33.4190780)",68.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.998,28.498,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,period-based
59,bpr,45,49,-1,0,,,-1,0,-1,-1,6,,,0900_0930,166.510,0.000,166.510,0.027,29.945,0.998,0.333,0.333,1000.000,0.000,0.000,0.000,2.000,1.000,333.020,0.955,1.142,0.012,0.000,30.000,25.500,0.400,4.000,29.818,25.500,2.231,0.075,2.231,0.075,0.000,0.000,"LINESTRING (-111.9232609 33.4128945, -111.9232589 33.4127000)",166.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,166.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,29.938,28.438,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,period-based
